"","Yr","Area","River","Escapement","Expl","R","S","Survival","EO","Popn","Population","WildLice"
"106",1963,12,"AHNUHATI RIVER",7500,0.53910599,16272.7217912856,35000,-0.765857865295457,"O","247","AHNUHATI RIVER O",0
"107",1964,12,"AHNUHATI RIVER",35000,0.559106731,79384.291983827,35000,0.818952453235119,"E","248","AHNUHATI RIVER E",0
"108",1965,12,"AHNUHATI RIVER",15000,0.407737058,25326.5888109542,7500,1.21695176448361,"O","247","AHNUHATI RIVER O",0
"109",1966,12,"AHNUHATI RIVER",75000,0.709759091,258406.026422692,35000,1.99918403221632,"E","248","AHNUHATI RIVER E",0
"110",1967,12,"AHNUHATI RIVER",3500,0.68330814,11051.7523247993,15000,-0.305461204281357,"O","247","AHNUHATI RIVER O",0
"111",1968,12,"AHNUHATI RIVER",55000,0.702556339,184908.96667655,75000,0.902375518416199,"E","248","AHNUHATI RIVER E",0
"112",1969,12,"AHNUHATI RIVER",1500,0.355568067,2327.63139625485,3500,-0.407911786104553,"O","247","AHNUHATI RIVER O",0
"113",1970,12,"AHNUHATI RIVER",35000,0.661001531,103245.304037052,55000,0.629774564093017,"E","248","AHNUHATI RIVER E",0
"114",1971,12,"AHNUHATI RIVER",3500,0.417602208,6009.63816840844,1500,1.38789943370284,"O","247","AHNUHATI RIVER O",0
"115",1972,12,"AHNUHATI RIVER",3000,0.495093597,5941.69529674196,35000,-1.77335356534278,"E","248","AHNUHATI RIVER E",0
"116",1973,12,"AHNUHATI RIVER",3000,0.466323627,5621.38432911288,3500,0.473814986984178,"O","247","AHNUHATI RIVER O",0
"117",1974,12,"AHNUHATI RIVER",15000,0.557995733,33936.3239676598,3000,2.42587365553898,"E","248","AHNUHATI RIVER E",0
"118",1975,12,"AHNUHATI RIVER",20000,0.307493388,28880.590673696,3000,2.26455747783767,"O","247","AHNUHATI RIVER O",0
"119",1976,12,"AHNUHATI RIVER",100000,0.69227994,324970.689268681,15000,3.07568479029485,"E","248","AHNUHATI RIVER E",0
"120",1977,12,"AHNUHATI RIVER",4000,0.642881521,11200.7645507473,20000,-0.579750234123204,"O","247","AHNUHATI RIVER O",0
"121",1978,12,"AHNUHATI RIVER",120000,0.535438691,258308.20964903,100000,0.948983296996274,"E","248","AHNUHATI RIVER E",0
"122",1979,12,"AHNUHATI RIVER",5000,0.597624993,12426.2191065958,4000,1.13351432328067,"O","247","AHNUHATI RIVER O",0
"123",1980,12,"AHNUHATI RIVER",340000,0.445960806,613674.995707975,120000,1.63197372227307,"E","248","AHNUHATI RIVER E",0
"124",1981,12,"AHNUHATI RIVER",7000,0.445568795,12625.5519834963,5000,0.926284783236622,"O","247","AHNUHATI RIVER O",0
"125",1982,12,"AHNUHATI RIVER",85000,0.239768737,111808.082799142,340000,-1.11216176255133,"E","248","AHNUHATI RIVER E",0
"126",1983,12,"AHNUHATI RIVER",9000,0.439214304,16048.9114900677,7000,0.829730878287358,"O","247","AHNUHATI RIVER O",0
"127",1984,12,"AHNUHATI RIVER",50000,0.363600223,78566.966562592,85000,-0.0786999181350557,"E","248","AHNUHATI RIVER E",0
"128",1985,12,"AHNUHATI RIVER",13000,0.521287118,27156.1524429585,9000,1.10437905268878,"O","247","AHNUHATI RIVER O",0
"129",1986,12,"AHNUHATI RIVER",150000,0.267575097,204799.153313333,50000,1.41000675351642,"E","248","AHNUHATI RIVER E",0
"130",1987,12,"AHNUHATI RIVER",4000,0.503395014,8054.69158136886,13000,-0.478694630657034,"O","247","AHNUHATI RIVER O",0
"131",1988,12,"AHNUHATI RIVER",225000,0.350754263,346555.99132567,150000,0.837409102606736,"E","248","AHNUHATI RIVER E",0
"132",1989,12,"AHNUHATI RIVER",10000,0.724103169,36245.4326269518,4000,2.20401901574469,"O","247","AHNUHATI RIVER O",0
"133",1990,12,"AHNUHATI RIVER",250000,0.664221614,744538.691063933,225000,1.19666441776195,"E","248","AHNUHATI RIVER E",0
"134",1991,12,"AHNUHATI RIVER",4000,0.481413686,7713.27721541066,10000,-0.259641935366825,"O","247","AHNUHATI RIVER O",0
"135",1992,12,"AHNUHATI RIVER",85700,0.315936987,125280.856253516,250000,-0.690902850924752,"E","248","AHNUHATI RIVER E",0
"136",1993,12,"AHNUHATI RIVER",25000,0.518137595,51882.0305144993,4000,2.56267813623823,"O","247","AHNUHATI RIVER O",0
"137",1994,12,"AHNUHATI RIVER",70000,0.13366282,80799.9490452436,85700,-0.058876490705057,"E","248","AHNUHATI RIVER E",0
"138",1995,12,"AHNUHATI RIVER",35000,0.337189177,52805.4141324726,25000,0.747737900974848,"O","247","AHNUHATI RIVER O",0
"139",1996,12,"AHNUHATI RIVER",75000,0.018862085,76441.8527236306,70000,0.0880351146484349,"E","248","AHNUHATI RIVER E",0
"140",1997,12,"AHNUHATI RIVER",3500,0.316506018,5120.74735429053,35000,-1.92204766545537,"O","247","AHNUHATI RIVER O",0
"141",1998,12,"AHNUHATI RIVER",80000,0.031687856,82617.9868709774,75000,0.0967393020131717,"E","248","AHNUHATI RIVER E",0
"143",2000,12,"AHNUHATI RIVER",500000,0.233618801,652416.839886491,80000,2.0986570479509,"E","248","AHNUHATI RIVER E",0
"145",2002,12,"AHNUHATI RIVER",8167,0.108160486,9157.4771826044,500000,-4.00003737441655,"E","248","AHNUHATI RIVER E",6.228714679
"146",2003,12,"AHNUHATI RIVER",4182,0.074265328,4517.49310735549,2800,0.478337800536677,"O","247","AHNUHATI RIVER O",0.692532577
"147",2004,12,"AHNUHATI RIVER",137224,0.06162374,146235.583581366,8167,2.88511726307449,"E","248","AHNUHATI RIVER E",6.226036908
"148",2005,12,"AHNUHATI RIVER",4120,0.071483675,4437.18638980311,4182,0.0592308785772318,"O","247","AHNUHATI RIVER O",2.657006199
"149",2006,12,"AHNUHATI RIVER",10801,0.074,11664.1468682505,137224,-2.46509486033523,"E","248","AHNUHATI RIVER E",0.906920939
"150",2007,12,"AHNUHATI RIVER",5112,0.011066875,5169.20696735687,4120,0.226866122166354,"O","247","AHNUHATI RIVER O",0.869532124
"151",2008,12,"AHNUHATI RIVER",10855,0.0262,11147.0527829123,10801,0.0315364161274545,"E","248","AHNUHATI RIVER E",0.390081339
"152",2009,12,"AHNUHATI RIVER",12991,0.049,13660.3575184017,5112,0.982907309375109,"O","247","AHNUHATI RIVER O",0.202908529
"153",2010,12,"AHNUHATI RIVER",4229,0.129,4855.33869115959,10855,-0.804546942710269,"E","248","AHNUHATI RIVER E",0.627256331
"156",1962,12,"AHTA RIVER",15000,0.511452327,30703.2472550534,7500,1.40946540223748,"E","250","AHTA RIVER E",0
"157",1963,12,"AHTA RIVER",7000,0.53910599,15187.8736718666,15000,0.0124471236047949,"O","249","AHTA RIVER O",0
"158",1964,12,"AHTA RIVER",1500,0.559106731,3402.18394216402,15000,-1.48363263975893,"E","250","AHTA RIVER E",0
"159",1965,12,"AHTA RIVER",3500,0.407737058,5909.53738922264,7000,-0.169342596636283,"O","249","AHTA RIVER O",0
"160",1966,12,"AHTA RIVER",15000,0.709759091,51681.2052845383,1500,3.53962907316347,"E","250","AHTA RIVER E",0
"161",1967,12,"AHTA RIVER",15000,0.68330814,47364.6528205682,3500,2.60511326093233,"O","249","AHTA RIVER O",0
"162",1968,12,"AHTA RIVER",7500,0.702556339,25214.8590922568,15000,0.519383266160093,"E","250","AHTA RIVER E",0
"163",1969,12,"AHTA RIVER",3000,0.355568067,4655.26279250969,15000,-1.17005183815145,"O","249","AHTA RIVER O",0
"164",1970,12,"AHTA RIVER",3500,0.661001531,10324.5304037052,7500,0.319619635789177,"E","250","AHTA RIVER E",0
"165",1971,12,"AHTA RIVER",15000,0.417602208,25755.5921503219,3000,2.15003948574974,"O","249","AHTA RIVER O",0
"166",1972,12,"AHTA RIVER",20000,0.495093597,39611.3019782797,3500,2.42635151253715,"E","250","AHTA RIVER E",0
"167",1973,12,"AHTA RIVER",15000,0.466323627,28106.9216455644,15000,0.627965666811437,"O","249","AHTA RIVER O",0
"168",1974,12,"AHTA RIVER",20000,0.557995733,45248.4319568797,20000,0.816435743104883,"E","250","AHTA RIVER E",0
"169",1975,12,"AHTA RIVER",8000,0.307493388,11552.2362694784,15000,-0.261171166470589,"O","249","AHTA RIVER O",0
"170",1976,12,"AHTA RIVER",250,0.69227994,812.426723171704,20000,-3.20346182926491,"E","250","AHTA RIVER E",0
"171",1977,12,"AHTA RIVER",8000,0.642881521,22401.5291014946,8000,1.0296876783109,"O","249","AHTA RIVER O",0
"172",1978,12,"AHTA RIVER",13000,0.535438691,27983.389378645,250,4.71790545878375,"E","250","AHTA RIVER E",0
"173",1979,12,"AHTA RIVER",30000,0.597624993,74557.3146395745,8000,2.23212661194878,"O","249","AHTA RIVER O",0
"174",1980,12,"AHTA RIVER",30000,0.445960806,54147.793738939,13000,1.42676787164552,"E","250","AHTA RIVER E",0
"175",1981,12,"AHTA RIVER",30000,0.445568795,54109.5085006985,30000,0.589812546615409,"O","249","AHTA RIVER O",0
"176",1982,12,"AHTA RIVER",3500,0.239768737,4603.86223290583,30000,-1.87430181459823,"E","250","AHTA RIVER E",0
"177",1983,12,"AHTA RIVER",35000,0.439214304,62412.4335724854,30000,0.73256712983371,"O","249","AHTA RIVER O",0
"178",1984,12,"AHTA RIVER",10000,0.363600223,15713.3933125184,3500,1.50175045742579,"E","250","AHTA RIVER E",0
"179",1985,12,"AHTA RIVER",28000,0.521287118,58490.174492526,35000,0.513510721249256,"O","249","AHTA RIVER O",0
"180",1986,12,"AHTA RIVER",24000,0.267575097,32767.8645301333,10000,1.18686320220221,"E","250","AHTA RIVER E",0
"181",1987,12,"AHTA RIVER",1500,0.503395014,3020.50934301332,28000,-2.22677903638243,"O","249","AHTA RIVER O",0
"182",1988,12,"AHTA RIVER",12000,0.350754263,18482.9862040357,24000,-0.261203186061374,"E","250","AHTA RIVER E",0
"183",1989,12,"AHTA RIVER",5000,0.724103169,18122.7163134759,1500,2.49170108819647,"O","249","AHTA RIVER O",0
"184",1990,12,"AHTA RIVER",40000,0.664221614,119126.190570229,12000,2.29527670643006,"E","250","AHTA RIVER E",0
"185",1991,12,"AHTA RIVER",3000,0.481413686,5784.957911558,5000,0.145823172741339,"O","249","AHTA RIVER O",0
"186",1992,12,"AHTA RIVER",17150,0.315936987,25070.7897870221,40000,-0.467176039168227,"E","250","AHTA RIVER E",0
"187",1993,12,"AHTA RIVER",5400,0.518137595,11206.5185911318,3000,1.31788333739204,"O","249","AHTA RIVER O",0
"188",1994,12,"AHTA RIVER",27000,0.13366282,31165.6946317368,17150,0.597319785241698,"E","250","AHTA RIVER E",0
"189",1995,12,"AHTA RIVER",5800,0.337189177,8750.61148480975,5400,0.48272462833578,"O","249","AHTA RIVER O",0
"190",1996,12,"AHTA RIVER",60000,0.018862085,61153.4821789045,27000,0.817549939379255,"E","250","AHTA RIVER E",0
"191",1997,12,"AHTA RIVER",1050,0.316506018,1536.22420628716,5800,-1.32853032584426,"O","249","AHTA RIVER O",0
"192",1998,12,"AHTA RIVER",64000,0.031687856,66094.3894967819,60000,0.0967393020131717,"E","250","AHTA RIVER E",0
"193",1999,12,"AHTA RIVER",2100,0.001688128,2103.55106344964,1050,0.694836735053646,"O","249","AHTA RIVER O",0
"194",2000,12,"AHTA RIVER",55000,0.233618801,71765.852387514,64000,0.11452568607539,"E","250","AHTA RIVER E",0
"195",2001,12,"AHTA RIVER",22000,0.150603921,25900.7553059354,2100,2.51233478594223,"O","249","AHTA RIVER O",12.1739692
"196",2002,12,"AHTA RIVER",625,0.108160486,700.798731373546,55000,-4.36286773484871,"E","250","AHTA RIVER E",6.228714679
"197",2003,12,"AHTA RIVER",929,0.074265328,1003.52728281522,22000,-3.08752137681522,"O","249","AHTA RIVER O",0.692532577
"198",2004,12,"AHTA RIVER",18650,0.06162374,19874.7568486014,625,3.45945405567866,"E","250","AHTA RIVER E",6.226036908
"199",2005,12,"AHTA RIVER",2668,0.071483675,2873.40128349386,929,1.12914298444391,"O","249","AHTA RIVER O",2.657006199
"200",2006,12,"AHTA RIVER",1218,0.074,1315.33477321814,18650,-2.65175493246616,"E","250","AHTA RIVER E",0.906920939
"201",2007,12,"AHTA RIVER",9488,0.011066875,9594.17756382668,2668,1.27982728265455,"O","249","AHTA RIVER O",0.869532124
"202",2008,12,"AHTA RIVER",4156,0.0262,4267.8168001643,1218,1.25389223918281,"E","250","AHTA RIVER E",0.390081339
"203",2009,12,"AHTA RIVER",12008,0.049,12626.7087276551,9488,0.285786468512538,"O","249","AHTA RIVER O",0.202908529
"204",2010,12,"AHTA RIVER",6740,0.129,7738.23191733639,4156,0.621620153816869,"E","250","AHTA RIVER E",0.627256331
"4593",1962,12,"GLENDALE CREEK",100000,0.511452327,204688.31503369,35000,1.76614034617621,"E","252","GLENDALE CREEK E",0
"4594",1963,12,"GLENDALE CREEK",100000,0.53910599,216969.623883808,100000,0.774587175651692,"O","251","GLENDALE CREEK O",0
"4595",1964,12,"GLENDALE CREEK",150000,0.559106731,340218.394216402,100000,1.22441756134328,"E","252","GLENDALE CREEK E",0
"4596",1965,12,"GLENDALE CREEK",50000,0.407737058,84421.9627031806,100000,-0.169342596636283,"O","251","GLENDALE CREEK O",0
"4597",1966,12,"GLENDALE CREEK",220000,0.709759091,757991.010839895,150000,1.62003623242553,"E","252","GLENDALE CREEK E",0
"4598",1967,12,"GLENDALE CREEK",75000,0.68330814,236823.264102841,50000,1.55529113643365,"O","251","GLENDALE CREEK O",0
"4599",1968,12,"GLENDALE CREEK",162500,0.702556339,546321.946998897,220000,0.909580902137469,"E","252","GLENDALE CREEK E",0
"4600",1969,12,"GLENDALE CREEK",50000,0.355568067,77587.7132084949,75000,0.0339209661744862,"O","251","GLENDALE CREEK O",0
"4601",1970,12,"GLENDALE CREEK",150000,0.661001531,442479.874444507,162500,1.00171698016254,"E","252","GLENDALE CREEK E",0
"4602",1971,12,"GLENDALE CREEK",150000,0.417602208,257555.921503219,50000,1.63921386198375,"O","251","GLENDALE CREEK O",0
"4603",1972,12,"GLENDALE CREEK",9500,0.495093597,18815.3684396829,150000,-2.07596128801123,"E","252","GLENDALE CREEK E",0
"4604",1973,12,"GLENDALE CREEK",200000,0.466323627,374758.955274192,150000,0.915647739263217,"O","251","GLENDALE CREEK O",0
"4605",1974,12,"GLENDALE CREEK",30000,0.557995733,67872.6479353196,9500,1.96634132616054,"E","252","GLENDALE CREEK E",0
"4606",1975,12,"GLENDALE CREEK",150000,0.307493388,216604.43005272,200000,0.079755420500004,"O","251","GLENDALE CREEK O",0
"4607",1976,12,"GLENDALE CREEK",150000,0.69227994,487456.033903022,30000,2.78800271784307,"E","252","GLENDALE CREEK E",0
"4608",1977,12,"GLENDALE CREEK",16000,0.642881521,44803.0582029893,150000,-1.20835889354558,"O","251","GLENDALE CREEK O",0
"4609",1978,12,"GLENDALE CREEK",275000,0.535438691,591956.313779028,150000,1.37279754377263,"E","252","GLENDALE CREEK E",0
"4610",1979,12,"GLENDALE CREEK",21000,0.597624993,52190.1202477022,16000,1.1823044874501,"O","251","GLENDALE CREEK O",0
"4611",1980,12,"GLENDALE CREEK",250000,0.445960806,451231.614491158,275000,0.495209667640581,"E","252","GLENDALE CREEK E",0
"4612",1981,12,"GLENDALE CREEK",20000,0.445568795,36073.0056671323,21000,0.541022382445977,"O","251","GLENDALE CREEK O",0
"4613",1982,12,"GLENDALE CREEK",150000,0.239768737,197308.38141025,250000,-0.23669302519743,"E","252","GLENDALE CREEK E",0
"4614",1983,12,"GLENDALE CREEK",300000,0.439214304,534963.716335589,20000,3.28646665110866,"O","251","GLENDALE CREEK O",0
"4615",1984,12,"GLENDALE CREEK",85000,0.363600223,133563.843156406,150000,-0.116055704678825,"E","252","GLENDALE CREEK E",0
"4616",1985,12,"GLENDALE CREEK",140000,0.521287118,292450.87246263,300000,-0.0254857794834306,"O","251","GLENDALE CREEK O",0
"4617",1986,12,"GLENDALE CREEK",240000,0.267575097,327678.645301333,85000,1.34938213169998,"E","252","GLENDALE CREEK E",0
"4618",1987,12,"GLENDALE CREEK",6000,0.503395014,12082.0373720533,140000,-2.44992258769664,"O","251","GLENDALE CREEK O",0
"4619",1988,12,"GLENDALE CREEK",300000,0.350754263,462074.655100893,240000,0.655087545812781,"E","252","GLENDALE CREEK E",0
"4620",1989,12,"GLENDALE CREEK",10000,0.724103169,36245.4326269518,6000,1.79855390763652,"O","251","GLENDALE CREEK O",0
"4621",1990,12,"GLENDALE CREEK",350000,0.664221614,1042354.16748951,300000,1.24545458193138,"E","252","GLENDALE CREEK E",0
"4622",1991,12,"GLENDALE CREEK",17500,0.481413686,33745.5878174217,10000,1.21626458444275,"O","251","GLENDALE CREEK O",0
"4623",1992,12,"GLENDALE CREEK",700000,0.315936987,1023297.54232743,350000,1.07285242189371,"E","252","GLENDALE CREEK E",0
"4624",1993,12,"GLENDALE CREEK",200000,0.518137595,415056.244115994,17500,3.16621315810849,"O","251","GLENDALE CREEK O",0
"4625",1994,12,"GLENDALE CREEK",192000,0.13366282,221622.717381239,700000,-1.15010387016631,"E","252","GLENDALE CREEK E",0
"4626",1995,12,"GLENDALE CREEK",80000,0.337189177,120698.089445652,200000,-0.50502506752052,"O","251","GLENDALE CREEK O",0
"4627",1996,12,"GLENDALE CREEK",430000,0.018862085,438266.622282149,192000,0.82533207982131,"E","252","GLENDALE CREEK E",0
"4628",1997,12,"GLENDALE CREEK",320000,0.316506018,468182.61524942,80000,1.76683178865857,"O","251","GLENDALE CREEK O",0
"4629",1998,12,"GLENDALE CREEK",500000,0.031687856,516362.417943609,430000,0.183023670610184,"E","252","GLENDALE CREEK E",0
"4630",1999,12,"GLENDALE CREEK",550000,0.001688128,550930.040427286,320000,0.543286836926445,"O","251","GLENDALE CREEK O",0
"4631",2000,12,"GLENDALE CREEK",760000,0.233618801,991673.596627466,500000,0.684785919060776,"E","252","GLENDALE CREEK E",0
"4632",2001,12,"GLENDALE CREEK",1350000,0.150603921,1589364.53013695,550000,1.06117127051925,"O","251","GLENDALE CREEK O",12.1739692
"4633",2002,12,"GLENDALE CREEK",18209,0.108160486,20417.3505593294,760000,-3.61693337630117,"E","252","GLENDALE CREEK E",6.228714679
"4634",2003,12,"GLENDALE CREEK",161876,0.074265328,174862.198528522,1350000,-2.04386164468018,"O","251","GLENDALE CREEK O",0.692532577
"4635",2004,12,"GLENDALE CREEK",661557,0.06162374,705001.850750146,18209,3.65628445063663,"E","252","GLENDALE CREEK E",6.226036908
"4636",2005,12,"GLENDALE CREEK",223444,0.071483675,240646.280505623,161876,0.396497529555626,"O","251","GLENDALE CREEK O",2.657006199
"4637",2006,12,"GLENDALE CREEK",181820,0.074,196349.892008639,661557,-1.21469791661356,"E","252","GLENDALE CREEK E",0.906920939
"4638",2007,12,"GLENDALE CREEK",264277,0.011066875,267234.450256684,223444,0.178965540578734,"O","251","GLENDALE CREEK O",0.869532124
"4639",2008,12,"GLENDALE CREEK",15085,0.0262,15490.8605463134,181820,-2.46276697884915,"E","252","GLENDALE CREEK E",0.390081339
"4640",2009,12,"GLENDALE CREEK",489023,0.049,514219.768664564,264277,0.665652944069881,"O","251","GLENDALE CREEK O",0.202908529
"4641",2010,12,"GLENDALE CREEK",15995,0.129,18363.9494833525,15085,0.196688602920091,"E","252","GLENDALE CREEK E",0.627256331
"6123",1962,12,"KAKWEIKEN RIVER",35000,0.511452327,71640.9102617914,7500,2.25676326262468,"E","254","KAKWEIKEN RIVER E",0
"6124",1963,12,"KAKWEIKEN RIVER",35000,0.53910599,75939.3683593328,35000,0.774587175651692,"O","253","KAKWEIKEN RIVER O",0
"6125",1964,12,"KAKWEIKEN RIVER",3500,0.559106731,7938.4291983827,35000,-1.48363263975893,"E","254","KAKWEIKEN RIVER E",0
"6126",1965,12,"KAKWEIKEN RIVER",35000,0.407737058,59095.3738922264,35000,0.523804583923662,"O","253","KAKWEIKEN RIVER O",0
"6127",1966,12,"KAKWEIKEN RIVER",7500,0.709759091,25840.6026422692,3500,1.99918403221632,"E","254","KAKWEIKEN RIVER E",0
"6128",1967,12,"KAKWEIKEN RIVER",75000,0.68330814,236823.264102841,35000,1.91196608037238,"O","253","KAKWEIKEN RIVER O",0
"6129",1968,12,"KAKWEIKEN RIVER",62500,0.702556339,210123.825768807,7500,3.33279398292013,"E","254","KAKWEIKEN RIVER E",0
"6130",1969,12,"KAKWEIKEN RIVER",45000,0.355568067,69828.9418876454,75000,-0.0714395494833398,"O","253","KAKWEIKEN RIVER O",0
"6131",1970,12,"KAKWEIKEN RIVER",35000,0.661001531,103245.304037052,62500,0.501941192583132,"E","254","KAKWEIKEN RIVER E",0
"6132",1971,12,"KAKWEIKEN RIVER",220000,0.417602208,377748.684871388,45000,2.12756662989768,"O","253","KAKWEIKEN RIVER O",0
"6133",1972,12,"KAKWEIKEN RIVER",15000,0.495093597,29708.4764837098,35000,-0.163915652908677,"E","254","KAKWEIKEN RIVER E",0
"6134",1973,12,"KAKWEIKEN RIVER",300000,0.466323627,562138.432911288,220000,0.938120595115276,"O","253","KAKWEIKEN RIVER O",0
"6135",1974,12,"KAKWEIKEN RIVER",100000,0.557995733,226242.159784399,15000,2.71355572799076,"E","254","KAKWEIKEN RIVER E",0
"6136",1975,12,"KAKWEIKEN RIVER",800000,0.307493388,1155223.62694784,300000,1.34826674596351,"O","253","KAKWEIKEN RIVER O",0
"6137",1976,12,"KAKWEIKEN RIVER",500000,0.69227994,1624853.44634341,100000,2.78800271784307,"E","254","KAKWEIKEN RIVER E",0
"6138",1977,12,"KAKWEIKEN RIVER",75000,0.642881521,210014.335326512,800000,-1.33743593582072,"O","253","KAKWEIKEN RIVER O",0
"6139",1978,12,"KAKWEIKEN RIVER",222000,0.535438691,477870.187850706,500000,-0.0452689763475931,"E","254","KAKWEIKEN RIVER E",0
"6140",1979,12,"KAKWEIKEN RIVER",100000,0.597624993,248524.382131915,75000,1.19805284441824,"O","253","KAKWEIKEN RIVER O",0
"6141",1980,12,"KAKWEIKEN RIVER",300000,0.445960806,541477.93738939,222000,0.891624940228828,"E","254","KAKWEIKEN RIVER E",0
"6142",1981,12,"KAKWEIKEN RIVER",600000,0.445568795,1082190.17001397,100000,2.38157201584346,"O","253","KAKWEIKEN RIVER O",0
"6143",1982,12,"KAKWEIKEN RIVER",70000,0.239768737,92077.2446581166,300000,-1.18115463403828,"E","254","KAKWEIKEN RIVER E",0
"6144",1983,12,"KAKWEIKEN RIVER",800000,0.439214304,1426569.91022824,600000,0.866098522458233,"O","253","KAKWEIKEN RIVER O",0
"6145",1984,12,"KAKWEIKEN RIVER",100000,0.363600223,157133.933125184,70000,0.808603276865847,"E","254","KAKWEIKEN RIVER E",0
"6146",1985,12,"KAKWEIKEN RIVER",500000,0.521287118,1044467.40165225,800000,0.266650643317731,"O","253","KAKWEIKEN RIVER O",0
"6147",1986,12,"KAKWEIKEN RIVER",250000,0.267575097,341331.922188888,100000,1.22768519672246,"E","254","KAKWEIKEN RIVER E",0
"6148",1987,12,"KAKWEIKEN RIVER",60000,0.503395014,120820.373720533,500000,-1.42030317051548,"O","253","KAKWEIKEN RIVER O",0
"6149",1988,12,"KAKWEIKEN RIVER",475000,0.350754263,731618.203909747,250000,1.07379788067097,"E","254","KAKWEIKEN RIVER E",0
"6150",1989,12,"KAKWEIKEN RIVER",130000,0.724103169,471190.624150373,60000,2.06091817210401,"O","253","KAKWEIKEN RIVER O",0
"6151",1990,12,"KAKWEIKEN RIVER",600000,0.664221614,1786892.85855344,475000,1.32491875328563,"E","254","KAKWEIKEN RIVER E",0
"6152",1991,12,"KAKWEIKEN RIVER",37175,0.481413686,71685.2701207229,130000,-0.595249161602034,"O","253","KAKWEIKEN RIVER O",0
"6153",1992,12,"KAKWEIKEN RIVER",600000,0.315936987,877112.179137801,600000,0.37970524133376,"E","254","KAKWEIKEN RIVER E",0
"6154",1993,12,"KAKWEIKEN RIVER",112000,0.518137595,232431.496704957,37175,1.8329590514388,"O","253","KAKWEIKEN RIVER O",0
"6155",1994,12,"KAKWEIKEN RIVER",510000,0.13366282,588685.343043917,600000,-0.0190378366484568,"E","254","KAKWEIKEN RIVER E",0
"6156",1995,12,"KAKWEIKEN RIVER",114000,0.337189177,171994.777460054,112000,0.428965241453036,"O","253","KAKWEIKEN RIVER O",0
"6157",1996,12,"KAKWEIKEN RIVER",816000,0.018862085,831687.357633101,510000,0.489045872407219,"E","254","KAKWEIKEN RIVER E",0
"6158",1997,12,"KAKWEIKEN RIVER",18000,0.316506018,26335.2721077799,114000,-1.46528926295965,"O","253","KAKWEIKEN RIVER O",0
"6159",1998,12,"KAKWEIKEN RIVER",737000,0.031687856,761118.20404888,816000,-0.0696256818991699,"E","254","KAKWEIKEN RIVER E",0
"6160",1999,12,"KAKWEIKEN RIVER",30100,0.001688128,30150.8985761115,18000,0.515842968352366,"O","253","KAKWEIKEN RIVER O",0
"6161",2000,12,"KAKWEIKEN RIVER",1700000,0.233618801,2218217.25561407,737000,1.10187122205756,"E","254","KAKWEIKEN RIVER E",0
"6162",2001,12,"KAKWEIKEN RIVER",96000,0.150603921,113021.477698627,30100,1.3230526970263,"O","253","KAKWEIKEN RIVER O",12.1739692
"6163",2002,12,"KAKWEIKEN RIVER",11110,0.108160486,12457.3982488962,1700000,-4.91606884676327,"E","254","KAKWEIKEN RIVER E",6.228714679
"6164",2003,12,"KAKWEIKEN RIVER",16582,0.074265328,17912.2598532207,96000,-1.67886280506242,"O","253","KAKWEIKEN RIVER O",0.692532577
"6165",2004,12,"KAKWEIKEN RIVER",129554,0.06162374,138061.89001414,11110,2.51985645933264,"E","254","KAKWEIKEN RIVER E",6.226036908
"6166",2005,12,"KAKWEIKEN RIVER",29389,0.071483675,31651.5705849329,16582,0.646470001201536,"O","253","KAKWEIKEN RIVER O",2.657006199
"6167",2006,12,"KAKWEIKEN RIVER",74818,0.074,80796.9762419006,129554,-0.472158240563025,"E","254","KAKWEIKEN RIVER E",0.906920939
"6168",2007,12,"KAKWEIKEN RIVER",36850,0.011066875,37262.3780804187,29389,0.237363732414576,"O","253","KAKWEIKEN RIVER O",0.869532124
"6169",2008,12,"KAKWEIKEN RIVER",33761,0.0262,34669.336619429,74818,-0.769202872366404,"E","254","KAKWEIKEN RIVER E",0.390081339
"6170",2009,12,"KAKWEIKEN RIVER",354378,0.049,372637.223974763,36850,2.31374973785605,"O","253","KAKWEIKEN RIVER O",0.202908529
"6171",2010,12,"KAKWEIKEN RIVER",51305,0.129,58903.5591274397,33761,0.556595225301659,"E","254","KAKWEIKEN RIVER E",0.627256331
"6582",1962,12,"KINGCOME RIVER",35000,0.511452327,71640.9102617914,15000,1.56361608206474,"E","256","KINGCOME RIVER E",0
"6583",1963,12,"KINGCOME RIVER",7500,0.53910599,16272.7217912856,3500,1.53672722769859,"O","255","KINGCOME RIVER O",0
"6584",1964,12,"KINGCOME RIVER",7500,0.559106731,17010.9197108201,35000,-0.72149258771203,"E","256","KINGCOME RIVER E",0
"6585",1965,12,"KINGCOME RIVER",3500,0.407737058,5909.53738922264,7500,-0.238335468123234,"O","255","KINGCOME RIVER O",0
"6586",1966,12,"KINGCOME RIVER",7500,0.709759091,25840.6026422692,7500,1.23704398016942,"E","256","KINGCOME RIVER E",0
"6587",1967,12,"KINGCOME RIVER",3500,0.68330814,11051.7523247993,3500,1.14982602832548,"O","255","KINGCOME RIVER O",0
"6588",1968,12,"KINGCOME RIVER",7500,0.702556339,25214.8590922568,7500,1.21253044672004,"E","256","KINGCOME RIVER E",0
"6589",1969,12,"KINGCOME RIVER",200,0.355568067,310.35085283398,3500,-2.42281480664682,"O","255","KINGCOME RIVER O",0
"6590",1970,12,"KINGCOME RIVER",25000,0.661001531,73746.6457407511,7500,2.28573249216201,"E","256","KINGCOME RIVER E",0
